,CustomerID,Gender,Age,Tenure,PhoneService,InternetService,Contract,MonthlyCharges,TotalCharges,Churn
258,CUST_0259,Female,24,0,Yes,DSL,Two years,60.8,0.0,No
259,CUST_0260,Male,20,57,No,DSL,One year,23.16,1320.1200000000001,No
260,CUST_0261,Male,64,37,Yes,DSL,Month-to-month,22.02,814.74,No
261,CUST_0262,Female,40,14,No,DSL,One year,76.54,1071.5600000000002,No
262,CUST_0263,Male,63,33,No,None,Month-to-month,58.08,1916.6399999999999,Yes
263,CUST_0264,Male,60,60,No,DSL,One year,20.92,1255.2,No
264,CUST_0265,Male,64,34,No,None,Two years,77.49,2634.66,No
265,CUST_0266,Female,77,63,No,Fiber optic,Month-to-month,19.15,1206.4499999999998,Yes
266,CUST_0267,Female,62,24,No,None,Two years,98.31,2359.44,No
267,CUST_0268,Female,35,23,No,None,Two years,49.26,1132.98,No
268,CUST_0269,Male,75,11,Yes,DSL,One year,22.11,243.20999999999998,No
269,CUST_0270,Male,55,17,Yes,Fiber optic,Month-to-month,78.01,1326.17,Yes
270,CUST_0271,Female,52,14,Yes,Fiber optic,Two years,58.56,819.84,No
271,CUST_0272,Female,68,26,No,Fiber optic,One year,117.33,3050.58,No
272,CUST_0273,Female,32,71,No,Fiber optic,Month-to-month,73.51,5219.21,No
273,CUST_0274,Female,42,59,No,None,Month-to-month,46.07,2718.13,Yes
274,CUST_0275,Male,72,45,No,Fiber optic,Two years,90.36,4066.2,No
275,CUST_0276,Female,54,16,No,None,Month-to-month,45.69,731.04,Yes
276,CUST_0277,Male,45,52,No,None,Two years,110.23,5731.96,No
277,CUST_0278,Female,27,7,No,None,Month-to-month,56.22,393.53999999999996,Yes
278,CUST_0279,Male,56,26,Yes,Fiber optic,One year,74.09,1926.3400000000001,No
279,CUST_0280,Female,74,45,No,DSL,Two years,23.16,1042.2,No
280,CUST_0281,Female,34,49,Yes,DSL,Two years,61.46,3011.54,No
281,CUST_0282,Female,56,70,Yes,Fiber optic,Month-to-month,102.9,7203.0,Yes
282,CUST_0283,Female,39,2,No,DSL,Month-to-month,100.18,200.36,Yes
283,CUST_0284,Male,43,63,No,DSL,Two years,40.88,2575.44,No
284,CUST_0285,Female,79,43,Yes,None,Month-to-month,41.06,1765.5800000000002,No
285,CUST_0286,Male,61,52,Yes,None,One year,101.37,5271.24,No
286,CUST_0287,Male,42,23,No,Fiber optic,Month-to-month,112.9,2596.7000000000003,Yes
287,CUST_0288,Male,34,59,No,Fiber optic,One year,27.73,1636.07,No
288,CUST_0289,Male,30,2,Yes,DSL,One year,63.91,127.82,No
289,CUST_0290,Female,37,19,No,None,One year,52.42,995.98,No
290,CUST_0291,Male,42,45,No,Fiber optic,One year,106.81,4806.45,No
291,CUST_0292,Male,21,14,No,Fiber optic,One year,26.52,371.28,No
292,CUST_0293,Male,27,24,Yes,Fiber optic,Month-to-month,39.53,948.72,No
293,CUST_0294,Female,20,70,Yes,Fiber optic,One year,94.75,6632.5,No
294,CUST_0295,Female,58,16,Yes,Fiber optic,Month-to-month,23.23,371.68,Yes
295,CUST_0296,Female,62,8,No,Fiber optic,One year,68.24,545.92,No
296,CUST_0297,Female,35,37,No,DSL,Two years,63.09,2334.33,No
297,CUST_0298,Male,64,47,Yes,None,One year,52.11,2449.17,No
298,CUST_0299,Male,53,59,Yes,None,Two years,58.25,3436.75,No
299,CUST_0300,Female,64,62,Yes,Fiber optic,One year,72.05,4467.099999999999,No
300,CUST_0301,Male,39,1,No,None,One year,34.46,34.46,No
301,CUST_0302,Male,51,71,Yes,None,One year,76.34,5420.14,No
302,CUST_0303,Male,64,10,Yes,None,Two years,100.15,1001.5,No
303,CUST_0304,Female,25,63,No,Fiber optic,Two years,95.54,6019.02,No
304,CUST_0305,Female,57,71,No,Fiber optic,One year,33.7,2392.7000000000003,No
305,CUST_0306,Male,66,20,No,None,Month-to-month,33.22,664.4,Yes
306,CUST_0307,Female,61,17,Yes,None,One year,45.35,770.95,No
307,CUST_0308,Female,36,63,No,Fiber optic,Two years,54.83,3454.29,No
308,CUST_0309,Female,59,37,No,DSL,One year,59.66,2207.42,No
309,CUST_0310,Female,58,31,Yes,None,Two years,87.33,2707.23,No
310,CUST_0311,Female,54,10,No,DSL,Two years,23.78,237.8,No
311,CUST_0312,Male,23,44,Yes,None,Two years,21.54,947.76,No
312,CUST_0313,Female,69,32,Yes,DSL,One year,57.97,1855.04,No
313,CUST_0314,Male,43,40,No,DSL,Two years,89.11,3564.4,No
314,CUST_0315,Male,51,7,No,DSL,Two years,37.73,264.10999999999996,No
315,CUST_0316,Female,76,10,No,Fiber optic,One year,83.43,834.3000000000001,No
316,CUST_0317,Male,73,50,No,DSL,Two years,44.5,2225.0,No
317,CUST_0318,Male,76,40,No,DSL,One year,108.38,4335.2,No
318,CUST_0319,Male,62,16,No,DSL,Two years,109.36,1749.76,No
319,CUST_0320,Female,23,45,Yes,None,Month-to-month,48.32,2174.4,No
320,CUST_0321,Female,54,31,Yes,DSL,Month-to-month,41.46,1285.26,Yes
321,CUST_0322,Male,74,53,No,None,Two years,59.95,3177.3500000000004,No
322,CUST_0323,Female,50,19,Yes,DSL,Month-to-month,42.53,808.07,No
323,CUST_0324,Female,70,32,No,DSL,One year,86.58,2770.56,No
324,CUST_0325,Female,39,39,Yes,Fiber optic,Month-to-month,102.26,3988.1400000000003,No
325,CUST_0326,Female,38,31,Yes,None,Two years,86.66,2686.46,No
326,CUST_0327,Male,23,1,Yes,DSL,Two years,102.08,102.08,No
327,CUST_0328,Male,23,32,No,None,One year,58.49,1871.68,No
328,CUST_0329,Female,72,29,Yes,None,Two years,33.94,984.26,No
329,CUST_0330,Female,65,32,No,Fiber optic,One year,93.27,2984.64,No
330,CUST_0331,Male,21,25,Yes,Fiber optic,Month-to-month,54.77,1369.25,Yes
331,CUST_0332,Male,47,21,Yes,Fiber optic,Month-to-month,86.47,1815.87,No
332,CUST_0333,Female,28,65,Yes,Fiber optic,One year,45.61,2964.65,No
333,CUST_0334,Male,79,37,Yes,Fiber optic,One year,26.29,972.73,No
334,CUST_0335,Female,79,45,Yes,Fiber optic,Two years,119.24,5365.8,No
335,CUST_0336,Female,47,14,No,Fiber optic,Month-to-month,33.93,475.02,Yes
336,CUST_0337,Male,48,43,No,Fiber optic,One year,118.82,5109.259999999999,No
337,CUST_0338,Male,41,48,Yes,DSL,Month-to-month,117.68,5648.64,No
338,CUST_0339,Female,72,60,Yes,None,One year,98.97,5938.2,No
339,CUST_0340,Female,26,66,Yes,Fiber optic,Month-to-month,85.26,5627.160000000001,Yes
340,CUST_0341,Male,72,5,Yes,Fiber optic,Two years,76.94,384.7,No
341,CUST_0342,Female,20,8,No,None,Month-to-month,106.34,850.72,No
342,CUST_0343,Male,68,5,Yes,DSL,Month-to-month,47.52,237.60000000000002,Yes
343,CUST_0344,Female,48,72,No,None,Month-to-month,65.7,4730.400000000001,No
344,CUST_0345,Male,57,31,Yes,None,Month-to-month,81.18,2516.5800000000004,No
345,CUST_0346,Male,54,40,No,Fiber optic,Month-to-month,59.94,2397.6,No
346,CUST_0347,Male,53,7,Yes,None,Two years,61.6,431.2,No
347,CUST_0348,Female,41,71,Yes,None,One year,51.69,3669.99,No
348,CUST_0349,Female,48,49,No,Fiber optic,Month-to-month,75.55,3701.95,No
